userID	artistID	weight
3153	5	7
7807	5	12
3877	5	11
6994	5	11
9697	5	17
3695	5	4
5210	5	8
5835	5	19
6549	5	2
2233	5	10
3306	5	3
7511	5	8
6992	5	5
5332	5	13
9791	5	11
5295	5	12
7242	5	12
2775	5	14
4830	5	1
6374	5	2
4626	5	10
8606	5	4
5951	5	3
1742	5	7
1609	5	6
2592	5	6
4846	5	14
8432	5	10
7078	5	7
9850	5	4
7866	5	1
7797	5	2
2622	5	4
5583	5	12
1536	5	2
8285	5	7
6942	6	2
9920	6	12
6876	6	10
3001	6	9
8450	6	7
1349	6	9
1828	6	8
3063	6	7
4362	6	2
4394	6	13
4538	6	9
3417	6	7
1046	6	2
3129	6	3
9850	6	20
1422	6	6
3159	6	9
4898	6	14
6304	6	7
3076	6	10
7897	6	6
8802	6	1
8344	6	4
2786	6	7
8405	6	1
1710	6	1
9543	6	5
1510	6	3
1996	6	12
7984	6	15
2768	6	6
2204	6	1
2323	6	6
3067	6	4
5505	6	8
6327	6	1
7240	6	1
8433	6	12
9282	6	5
2874	6	4
4522	6	4
7779	6	1
6553	6	10
2557	6	8
6120	6	1
7132	6	1
3500	6	9
2494	6	3
2398	6	1
7105	6	8
3131	6	7
6400	6	1
3002	6	3
7929	6	1
1842	6	11
6761	6	12
2697	6	4
8900	6	3
4674	6	4
7022	6	8
2882	6	2
8030	6	6
1430	6	1
5381	6	1
1474	6	1
6062	6	9
6567	6	13
3347	6	4
7566	6	8
1502	6	13
2503	6	9
7878	6	6
8432	6	2
6314	6	3
2391	6	10
1815	6	8
2336	6	4
8957	6	5
8242	6	13
9394	6	3
2864	6	7
8972	6	4
9633	6	8
7475	6	5
1897	6	4
4460	6	10
3248	6	6
2965	6	6
1126	6	2
3116	6	1
7229	6	6
6802	6	2
2180	6	5
8147	6	1
1307	6	11
6129	6	4
8033	6	6
7843	6	1
5743	6	2
6321	6	6
3815	6	6
6928	6	8
2443	6	1
8138	6	4
7560	6	7
6083	6	1
6562	6	5
2251	6	7
9363	6	14
4176	6	2
6752	7	1
3419	7	3
4871	7	1
3842	7	8
3504	7	7
3902	7	5
9095	7	1
8354	7	1
6295	7	6
3473	7	9
8205	7	1
5961	7	9
5500	7	7
2215	7	1
6085	7	2
7041	7	3
5703	7	5
2479	7	13
9307	7	9
1672	7	1
8368	7	9
4084	7	10
6267	7	1
2013	7	1
8381	7	1
6626	7	13
2381	7	11
5059	7	1
8172	7	4
3600	7	11
6962	7	4
7697	7	2
6543	7	7
6482	7	4
2079	7	3
7333	7	1
5655	7	10
3463	7	4
6461	7	14
6731	7	11
6082	7	8
7421	7	12
3112	7	3
6072	7	1
7171	7	1
3093	7	2
9624	7	1
9331	7	11
6928	7	9
4509	7	9
6598	7	5
4711	7	10
3253	7	3
2657	7	7
9317	7	8
9626	7	6
1618	7	1
3147	7	1
7172	7	1
3712	7	6
8170	7	7
4891	7	9
8277	7	6
8355	7	1
4833	7	1
8684	7	1
4178	7	4
8218	7	1
8564	7	13
9239	7	6
9641	7	1
4271	7	2
3267	7	6
8873	7	6
7081	7	3
9452	7	2
3042	7	4
5469	7	3
8361	7	13
8167	7	7
2502	7	3
8391	7	8
6727	7	3
7495	7	9
9224	7	2
2337	7	1
7142	7	8
2623	7	5
6493	7	9
5700	7	5
8740	7	2
8685	7	4
8349	7	2
1311	7	1
5193	7	1
9647	7	5
7934	7	7
5934	7	8
2996	7	7
8489	7	9
2029	7	6
9782	7	13
1269	7	11
3352	7	1
5772	7	1
4941	7	1
7825	7	7
9576	7	7
6908	7	11
9312	7	10
9316	7	7
8702	7	1
1713	7	3
5155	7	1
1266	7	1
4950	7	3
2698	7	6
6447	7	6
3185	7	1
3868	7	11
8612	7	6
3986	7	10
3209	7	4
8498	7	12
5807	8	9
1686	8	9
6170	8	14
9897	8	11
8756	8	3
4131	8	6
5687	8	14
6438	8	1
5476	8	13
7553	8	9
8204	8	9
4060	8	10
9129	8	3
9507	8	4
5369	8	1
2293	8	8
8055	8	1
9937	8	1
5813	8	1
5843	8	5
6021	8	8
3730	8	1
8272	8	9
6776	8	5
8126	8	7
1939	8	4
2229	8	20
9406	8	4
3621	8	1
8179	8	9
1570	8	5
7001	8	9
6933	8	9
3513	8	1
8371	8	10
2259	8	11
3255	8	4
5566	8	1
5089	8	5
4048	8	7
9176	8	6
2929	8	1
5288	8	5
4515	8	7
5678	8	1
4279	8	1
3009	8	1
3828	8	7
8292	8	7
6236	8	15
6692	8	6
5757	8	4
5914	8	1
3852	8	11
6922	8	1
4292	8	3
3275	8	6
6912	8	6
7044	8	12
3126	8	1
2412	8	9
8842	8	11
9612	8	8
2208	8	2
3053	8	9
8372	8	13
8632	8	5
3981	8	4
3114	8	2
1907	8	1
3034	8	10
3653	8	2
6286	8	5
9501	8	9
5653	8	5
5496	8	8
3050	8	3
2530	8	1
9234	8	1
3526	8	2
3804	8	1
6531	8	2
1674	8	1
1744	8	6
4453	9	3
1496	9	4
9159	9	1
5949	9	9
8912	9	1
7653	9	4
5873	9	13
3589	9	1
8202	9	6
6573	9	1
3353	9	7
6658	9	1
7532	9	11
2739	9	7
6228	9	7
8366	9	4
5061	9	6
7293	9	5
7850	9	5
3616	9	4
6364	9	14
4110	9	11
3610	9	1
9171	9	1
6055	9	4
7442	9	2
9281	9	4
6781	9	1
1797	9	5
8710	9	9
5681	9	6
8060	9	1
3194	9	2
7606	9	10
6995	9	1
4189	9	5
6939	9	4
9261	9	2
8378	9	3
2946	9	4
3108	9	1
6555	9	9
6990	9	3
9341	9	4
7576	9	1
3245	9	2
6456	9	4
3440	9	6
9446	9	1
6218	9	11
3662	9	13
5902	9	1
6511	9	8
9025	9	1
5911	9	3
6427	9	3
2795	9	4
1436	9	10
8775	9	3
4728	9	3
1841	9	11
7229	9	1
3421	9	2
2800	9	5
4125	9	1
3481	9	8
7765	9	4
8726	9	2
2020	9	1
6325	9	2
8837	9	1
3837	9	1
8531	9	3
6804	9	8
5331	9	1
5038	9	1
5571	9	2
5876	9	1
5735	9	2
9011	9	2
6194	9	1
5480	9	1
5715	9	5
7220	9	9
7464	9	9
3399	9	9
5758	9	1
2294	9	16
6674	9	7
8849	9	10
4505	9	1
5450	9	6
3249	9	10
4920	9	10
4972	9	9
4697	9	14
4814	9	7
8739	9	9
2647	9	5
3587	9	3
7666	9	1
8793	9	1
8822	9	1
5706	9	1
6262	9	1
2465	9	3
4804	9	5
1611	9	1
3868	9	2
1595	9	1
7504	9	8
5742	9	5
1613	9	1
6489	10	3
5662	10	11
9590	10	1
9092	10	7
9261	10	7
8668	10	3
6417	10	3
3662	10	14
4050	10	4
1230	10	1
4164	10	4
3875	10	1
7643	10	1
8007	10	1
2562	10	3
4027	10	4
5064	10	10
1111	10	4
5374	10	4
6400	10	8
1187	10	2
5285	10	12
2017	10	1
2936	10	1
9233	10	2
6095	10	5
5833	10	2
7021	10	1
3188	10	2
8834	10	2
7121	10	9
7813	10	11
9806	10	1
4578	10	1
2341	10	5
9609	10	1
2279	10	1
2838	10	7
9281	10	11
4312	10	7
6375	10	2
9525	10	3
9008	10	1
2489	10	7
1911	10	9
8429	10	1
1945	10	8
8575	10	9
1356	10	3
7487	10	1
4570	10	5
2196	10	5
2044	10	9
9866	10	6
2130	10	16
8734	10	4
3218	10	10
7887	10	6
8348	10	1
7184	10	12
9835	10	1
3178	10	10
3924	10	2
9802	10	1
4648	10	3
1056	10	6
8585	10	5
9920	10	1
4762	10	1
5055	10	7
4088	10	2
2848	10	5
1256	10	12
4943	10	6
1550	10	5
8314	10	7
1797	10	1
5009	10	1
4839	10	4
9843	10	1
1924	10	7
